AAPL,ABNB,ADBE,ADI,ADP,ADSK,AEP,AMAT,AMD,AMGN,AMZN,ANSS,ASML,AVGO,AZN,BIIB,BKNG,BKR,CCEP,CDNS,CHTR,CMCSA,COST,CPRT,CRWD,CSCO,CSGP,CSX,CTAS,CTSH,DASH,DDOG,DLTR,DXCM,EA,EXC,FANG,FAST,FTNT,GILD,GOOG,GOOGL,HON,IDXX,ILMN,INTC,INTU,ISRG,KDP,KHC,KLAC,LIN,LRCX,LULU,MAR,MCHP,MDB,MDLZ,MELI,META,MNST,MRNA,MRVL,MSFT,MU,NFLX,NVDA,NXPI,ODFL,ON,ORLY,PANW,PAYX,PCAR,PDD,PEP,PYPL,QCOM,REGN,ROP,ROST,SBUX,SIRI,SNPS,TEAM,TMUS,TSLA,TTD,TXN,VRSK,VRTX,WBA,WBD,WDAY,XEL,ZS,AU10Y,BR10Y,CA10Y,CH10Y
"143,29","169,6","578,96","166,98","207,57","283,02","84,14","127,88","106,45","209,12","165,1215","348,71","746,82","49,392","60,37","287,77",2469,"24,79","55,65","152,25","741,950012","57,4","452,87","35,22","249,88","55,02","87,19","32,18","100,2","75,26","204,92","142,1","98,28","134,7975","137,59","34,7432","105,12","26,36","61,924","68,14","139,1855","139,225","205,8152686","623,01","393,0447471","54,18","537,73","338,34","35,01","37,08","330,1","299,16","55,582","399,72","157,75","74,625","472,87","59,89","1554,04","329,22","45,035","309,36","65,15","294,85","70,54","63,185","21,075","193,85","293,72","45,39","40,788","82,28","118,64","36,89333333","94,95","156,39","263,54","127,84","552,02","453,35","107,91","112,21","62,9","298,37","392,98","123,18","264,5367","70,42","195,31","206,74","180,02","47,85","26,46","257,86","63,97","269,88","1,589","11,1","1,568","6,29"
"142,9","169,97","576,86","168,62","206,16","278,94","83,58","126,22","105,06","208,95","164,4309998","345,67","730,27","49,285","60,61","285,83","2474,37","25,24","54,05","150,12","706,1300049","54,7","451,85","35,1",245,"55,08","86,88","32,71","100,7","75,49","204,42","140,32","98,85","132,275","139,99","34,48644638","109,9","26,36","61,434","68,05","140,056","139,7855","205,1837889","617,02","398,8326848","53,81","531,12","328,54","35,04","36,78","326,05","296,19","55,016","397,22","157,09","73,07",449,"59,54","1511,189941","330,05","44,63499832","304,91","64,62","294,85","70,12","63,266","20,831","190,31","287,67","44,48","40,68333333","82,13165","118,67","37,67113333","96,22","156,03","260,06","126,55","550,02","451,59","107,87","111,22","60,6","291,66","390,74","121,22","261,83",71,"195,24","207,47","178,94","47,38","25,89","255,9","63,2","266,66","1,653","11,1","1,628","6,56"
"142,81","166,67","573,07","167,9","203,75","276,54","82,51","127,5","104,68","206,7","162,3150024","344,11","721,89","49,234","60,8","285,59","2467,41","25,45","53,4","149,52","695,2299805","52,22","449,7","34,69","244,36","54,93","86,53","32,5","100,5925","75,39","195,3","141,96","98,45","132,195","139,47","33,93009949","110,73","26,115","61,36","68,08","138,8475","138,914","202,9123468","612,77","393,3463035","53,44","525,41","324,18","35,13","36,78","325,2","294,84","55,244","386,04","156,82","71,955","454,2","59,42","1459,319946","325,45","44,02500153","305,1","63,44","294,23","69,22","62,704","20,695","185,94","286,95","43,35","40,348","83,30165","117,34","37,24446667","94,83","156,24","255,05","124,94","546,26","452,24","105,54","110,94","59,6","288,74","389,5","117,19","263,98","70,72","193,37","206,53","179,58","47,42","25,17","253,67","62,44","267,7","1,738","10,905","1,628","6,56"
"141,51","172,75","580,69","164,02","203,84","275,91","82,55","126,76","105,04","201,89","162,3665009","343,72","725,05","48,528","60,27","284,79","2464,7","25,75","53,28","150,16","690,6199951","52,33","446,87","34,6275","252,74","54,28","87,16","32,13",101,"75,11",199,"145,59","98,1","134,615","136,67","34,44365311",110,"26,915","61,316","67,37","136,713","136,449","202,0075401","615,91","393,385214","52,17","527,05","324,45","35,16","36,78","319,55","295,81","54,678","384,57","157,45","70,495","470,94","59,67","1461,25","323,77","43,97","311,13","63,59","292,88","66,72","62,494","20,671","183,19","285,77","42,35","40,59466667","84,20665","117,33","37,14666667","93,52","156,93","255,85","122,95","544,44","452,17","106,2",111,"60,4","292,04","397,47","116,28","268,5733","72,75","188,48","207,75","180,21","47,42","24,58","257,19",63,"277,72","1,736","10,905","1,622","6,76"
"140,91","173,58","591,12","164,35","205,19","283,45","83,46","128,21","109,16","203,61","164,214","347,81","744,42","48,501","60,45","283,65","2462,53","26,25","54,25","153,5","696,2299805","52,69","445,3","34,955","270,44","54,62","89,38","32,58","101,3325","75,63","205,42","155,89","97,37","137,0125","136,44","35,00713348","108,19","26,825","62,02","67,63","137,9","137,582","203,1856739","623,12","394,1050584","52,26","534,94",326,"35,91","36,8","320,41","300,99","54,441","400,71","154,62","70,25","494,02","59,96","1518,430054","324,54","42,66500092","321,5","63,42","296,31","66,38","62,976","20,939","183,1","284,77","41,9","40,82266667","84,08165","117,46","37,39553333","97,58","157,99","256,36","125,04","547,12","456,44","106,64","110,76",60,"296,3","407,04","116,46","270,36","75,72","187,1","208,37","181,34","47,26","25,5","266,6","64,39","286,64","1,691","10,92","1,602","6,82"
"143,76","170,5","607,51","168,2","208,52","289,17","84,05","132,07","111,99","206,78","164,9929962","359,4","778,29","49,76","59,67","285,26","2496,22","26,83","55,34","157,33","703,669983","53,99","450,66","36,195","276,01","55,65","92,35","33,43","104,105","77,45","212,43","153,36","98,64","138,6275","135,71","35,7561","108,83","27,81","62,762","68,15","141,412","141,151","206,0226202","629,72","396,9844358","53,9","543,78","330,95","35,59","37,26","329,78","308,77","56,793","406,99","155,22","72,48","489,3","60,63","1524,25","328,53","42,8","331,88","65,29","302,75","67,8","63,38","21,746","189,1","295,58","43,01","41,67533333","83,83","118,75","38,4578","94,03","159,26","266,45","128,66","555,62","462,79","108,14","111,87","60,3","304,83","406,73","119,26","272,7733","77,09","192,49","211,55","181,9","50,77","25,26","271,11","65,43","293,89","1,641","10,955","1,537","6,68"
"144,84","169,18","610,09","172,04","212,98","291,19","83,49","131,59","112,12","207,84","170,451","358,85","789,4","50,325","60,22","281,19","2538,34","26,89","55,04","155,78","699,030029","54,02","452,39","36,2475","273,11","55,25","93,8","34,16","104,0075","78,83","214,07","154,48","99,27","136,1175","134,75","35,52781677","108,28","27,87","63,058","67,63","141,675","141,368","208,0301602","635,15","398,7645914","54,46","552,16","331,5","35,31","36,98","329,1","308,24","56,447","403,51","160,04","72,78","491,81","60,15","1563,09","324,76","42,79","324,21","65,65","304,21","67,68","62,829","21,862","189,81","302,51","43,33","41,93266667","84,64165","119,15","38,6178","94,01","158,81","268,35","130,2","553,24","467,09","108,71","111,45","60,2","306,26","409,74","117,56","281,01","78,46","194,45","210,63","181,77","48,92","24,83","270,99","65,93","292,7","1,643","11,055","1,584","6,53"
"146,55","172,32","622,83","173,33","212,57","292,67","82,99","133,28","116,43","203,13","172,3370056","360,96","788,22","50,336","59,29","269,73","2502,13","26,96","53,37","157,54","706,8800049","53,22","461,95","36,92","285,35","55,19","94,94","34,23","105,2675","78,89","215,37","157,42","100,95","135,32","134,71","35,58488083","109,26","27,83","65,348","65,9","142,9605","142,778","207,9453346","638,29","399,348249","54,47","564,56","332,3","34,76","36,88","326,77","307,97","56,87","417,38","159,21","73,81","503,96","59,75","1592,62","335,34","42,71500015","334,84","67,17","307,29","67,26","63,797","22,222","192,26","307,67","44,16","42,55533333","85,86165","120,11","38,12446667",97,"158,09","270,33","130,12","543,48","468,53","109,5","113,37","60,3","307,22","414,77","117,38","290,0367","80,82","194,91","211,04","180,8","48,4","24,67","272,67","64,68","301,31","1,739","11,145","1,592","6,52"
"148,76","170,74","636,07","176,63","213,98","296,69","83,8","134,6","116,33","206,78","172,2075043","366,03","800,96","51,039","60,17","268,13","2463,1","26,87","53,45","158,83","717,9099731","54,24","467,08","37,0325","282,35","55,74","96,52","34,11","105,975","79,79","213,33","157,94","100,28","137,5125","136,75","35,89158249","110,94","28,13","66,424","66,9","143,822","143,237","209,0292177","640,99","402,8015564","55,21","572,8","336,3","34,75","36,81","332,14","310,68","57,083","416,64","155,02","74,85","508,01","59,79","1591,26","339,99","42,5","333,61","67,85","308,23","67,57","63,9","22,29","196,95","308,03","44,95","42,54933333","85,415","121,81","38,44446667","97,52","160,1","271,7","132,5","552,11","474,13","108,66","113,49","60,2",311,"410,46","118,56","288,09","81,41","198,23","212,05","185,41","48,01","24,9","277,27","64,93","298,03","1,759","11,565","1,63","6,49"
"149,26","169,76","632,37","176,92","213,05","298,64","84,9","133,98","116,39","209,66","170,753","365,65","767,7","50,939","60,63","266,57","2384,18","25,35","54,09","160,09","734,0100098","54,71","469,77","37,37","283,33","56,2","96,82","34,46","105,925","79,16","215,68","158,85","101,34","139,135","139,2","36,5264","111,15","28,005","66,69","66,86","142,415","141,769","210,7822809","642,2","402,188716","55,37","570,53","339,8","34,9","36,92","331,03","311,22","56,55","414,4","153,27","74,88","504,5","60,29","1604,01","340,78","42,46500015","333,01","67,19","307,41","68,27","62,514","22,103","197,52","313,18","45,56","42,96066667","85,32","121,89","38,63553333","99,4","161,31","258,36","132,16","562,71","474,94","109,19","113,86",62,"315,5","409,69","121,94","288,6","79,56","199,38","211,93","185,49","48,39","25,33","277,26","65,57","297,67","1,802","11,65","1,648","6,45"
"149,48","170,5","638,66","178,81","214,71","305,68","85,2","133,34","119,33","208,99","171,7505","370,65","787,56","51,415","61,22","270,21","2411,13","24,27","53,19","165,45","735,669983","54,03","477,23","37,96","284,1","55,69","98,54","35,01","106,16","79,08","218,82","160,92","102,45","142,025","140,63","36,42653275","108,93","28,05","66,868","66,99","142,7805","141,886","211,6116871","645,24","400,3696498",56,"578,35","339,63","34,38","36,38","335,51","311,31","55,542","424,04","155,65","76,01","509,43","60,16","1583,939941","341,88","42,625","339,57","67,07","310,76","68,64","65,316","22,692","201,25","318,69","46,32","44,21666667","84,66665","122,38","38,55113333","97,15","159,18","243,21","133,05","569,37","481,24","110,71","114,44","61,1","321,01","417,12","116,85",298,"81,06","201,29","213,14","187,09","49,14",25,"281,01","65,61","305,69","1,802","12,135","1,701","6,52"
"148,69","166,64","643,58","178,42","217,75","308,58","85,58","135,93","119,82","209,24","166,7775","370,04","800,97","51,541","61,79","264,8","2394,59","24,64","52,85","166,76","730,929993","54,22","481,99","38,0675","283,39","55,11","99,29","35,42","106,7075",79,"213,83","162,39","103,15","141,6425","141,07","36,59771729","109,33","28,025","67,058","67,24","138,625","137,5665","204,9010368","651,85","398,0058366","49,46","590,8","341,52","34,66","36,38","343,03","314,15","55,674","421,73","154,75","75,2","504,89","60,52","1503,78","324,61","42,36500168","326,54","66,31","309,16","67,51","66,478","22,726","199,93","321,73","45,97","44,238","84,02165","123,77","38,66666667","99,05","159,97","240,4","131,62","572,36","487,2","110,39","114,55","60,7","321,12","423,2","116,87","303,2267","73,96","199,07","213,96","183,52",49,"25,1","280,79","65,55","307,87","1,821","12,135","1,648","6,54"
"148,64","169,24","646,97","180,52","218,07","311,79","84,67","135,76","122,36","207,63","166,0185","374,21","788,44","52,207","61,77","269,94","2412,98","25,16","52,12","167,37","731,0100098","54,08","490,1","38,32","280,1","55,14","99,19","35,73","107,1475","78,96","216,33","161,58","105,02","142,085","142,19","36,79743195","109,41","28,075","66,382","67,67","138,773","137,447","205,0329877","652,52","409,3190661","49,41","602,56","343,59","34,44","36,22","343,23","316,68","55,197","427,94","154,79","75,8","518,87","60,34","1536,51","328,69","42,19","349,56","67,67","308,13","68,76","67,166","23,166","200,29","324,7","46,22","44,08933333","82,96165","123,18","38,76886667","100,64","159,22","246,88","131,93","576,2","487,92","113,12","114,71","60,4",324,"429,01","115,93","341,62","76,11","200,2","212,02","184,99","49,22","25,29","282,15","64,66","311,2","1,776","11,965","1,653","6,38"
"149,32","171,14","642,5","179,88","218,8","312,8","84,42",132,"122,93","208,68","168,8034973","376,47","791,23","53,387","62,26","271,12","2443,03","25,69","52,68","172,93","728,2299805","53,76","485,53","38,305","287,08","55,81","99,74","35,69","107,625","78,75","212,93","163,87","104,96","141,41","142,4","37,1041","111,69","28,015","64,526","67,73","139,672","139,3085","205,7681433","651,96","405,8268482","48,28","608,61","348,7","34,58","36,44","341,97","316,77","54,894","432,73","156,04","73,79","501,68","60,83","1544,66","315,81","42,79","345,74","67,73","310,11","68,94","66,852","24,717","196,15","325,76","45,14","43,89","81,09165","123,53","38,61333333","93,19","161,17",243,"131,94","592,15","488,32","113,86","114,92","60,3","328,03","424,52","116,36","339,4767","76,78","196,98","211,32","184,07","48,31","24,64","282,76","64,48","315,32","1,811","11,99","1,628","6,3"
"148,85","169,1","640,08","170,46","221,95","308,51","84,3","132,16","122,28","206,58","169,6244965","370,14",801,"52,311","61,77","259,95","2428,09","25,01","52,71","165,1","714,5100098","52,44","489,11","37,8975",279,"56,18","89,82","35,86","105,735","77,71","198,95","157,09","104,49","139,635","140,37","37,0756073","107,58","27,785","64,122","66,77","146,4275","146,2175","203,3176249","640,5","400,7879377","47,89","613,13","348,98","34,2","36,4","340,57","318,97","55,362","433,7","159,8","72,37","497,96","60,39",1500,"312,22","42,44","340,88","67,7","323,17","68,24","66,292","24,451","192,41","323,89","44,55","43,39666667","82,14335","122,48","38,12","92,29","160,61","234,94","131,2","589,6","481,19","110,66","113,51","59,6","319,13","412,88","116,62","345,9533","73,05","187,1","207,88","180,94","47,12","23,6","283,13","63,39","310,1","1,834","11,935","1,619","6,31"
"152,57","171,7","639,28","172,46","222,94","317,1","84,71","136,02","121,16","207,17","172,3285065","374,99","813,19","52,957","62,19","264,87","2429,77","25,37","53,08","168,92","706,2700195","51,9","490,53","38,2025","281,17","56,24","87,57","36,24","106,515","77,32",196,161,"107,28","142,58","140,23","37,6248","109,01","28,09","65,476","67,34","146,129","145,849","205,9189444","653,02","402,2859922","48,08","615,41","355,61","35,49","36,48","355,34","317,96","56,595","443,46","159,97","74,43","504,62","60,95","1516,87","316,92","42,45","347,92","68,48","324,35","69,58","67,405","24,941","199,9","335,02","47,1","41,65333333","83,065","123,36","39,73333333","92,45","161,62","236,83","133,69","625,19","486,56","112,97","113,2","60,8","326,78","417,33","116,04","359,0133","75,43","187,87","209,32",182,"47,1","24,31","286,74","64,33","316,34","1,872","11,935","1,673","6,26"
"149,8","170,66","650,36","173,49","224,49","317,61","84,71","136,65","120,23","206,97","168,6215","379,58","812,88","53,167","62,38","266,68","2420,78","25,08","52,65","173,11","674,8900146","51,43","491,54","38,8225","281,8","55,97","86,05","36,17","108,275","78,09","194,8","167,05","107,76","155,8025","140,25","37,9387","107,19","28,54","67,268","64,88","148,2705","148,046","206,0508954","666,14","403,7548638",49,"625,99","361,13","36,09","35,89","372,76","319,2","56,357","466,01","160,02","74,09","521,29","60,74","1481,02","323,57","42,5","345,21","68,5","331,62","69,1","69,031","25,567","200,86","341,35","48,07","41,488","84,84835","123,28","39,83113333","88,92","161,6","232,59","133,04","639,94","487,87","113,2","106,07","60,9","333,18","458,13","115,03","371,3333","74,91","187,48","210,27","184,93","47,02","23,44","289,98","64,59","318,86","1,943","12,245","1,723","6,22"
"148,96","174,6","640,2","174,99","222,14","315,01","85,13","139,51","125,23","209,79","165,9055023","376,44","807,45","52,805","62,46","272,1","2489,69","25,81","53,78","173,84","671,3699951","52,26","491,87","38,6425","269,17","56,1","85,15","35,69","107,68",78,"197,94","165,2","110,76","156,8175","141,77","38,43794632","111,61","28,39","64,822","65,64","143,774","143,497","207,1253534","666,48","405,4474708","49,55","608,81","355,03","36,4","36,73","380,26","322,97","57,276","458,88","161,83","76,9","498,27","60,91","1489,66","329,98","42,73","337,17","68,96","329,37","70,7","68,117","25,827","205,13","344,93","54,99","41,31533333","84,71835","121,6","40,48446667","93,48","161,26","231,28","134,81","639,15","479,19","114,01","109,8","62,8","329,84","450,14","115,86","402,8633","76,49","187,47","208,94","185,4","47,32","24,42","288,07","64,5","318,68","1,983","12,245","1,749","6,22"
"150,02","172,87","640,4","177,94","225,17","314,92","85,3","141,21","127,63","214,26","165,6375","384,17","812,02","53,707","63,56","272,51","2453,83","25,9","53,14","175,55","681,5","52,64","496,99","38,5075","268,12","57,62","85,11","35,69","108,83","78,62","199,19","164,88","111,35","159,91","140,17","38,33095551","114,45","28,71","65,686","65,9","145,863","145,4325","208,4731385","627,35","405,8463035","49,86","618,39","360,37","35,97","37,08","388,75","327,57","57,424","464,64","160,06","78,78","518,36","61,36","1508,71","328,08","42,945","348,64","69,91","333,13","70,76","67,772","26,401","206,56","346,91","57,14","41,40666667","84,74335","123,43","40,7378","92,28","162,74","229,46","135,23","638,77",479,"114,54","111,45","62,9","333,19","450,29","115,8","390,6667","75,04","189,34","209,31","181,4","47,75","24,55","291,28","64,71","325,87","1,928","12,245","1,724","6,12"
"151,49","172,87","655,18","178,8","225,75","308,37","84,93","142,75","130,53","218,13","169,2","384,86","830,02","54,237","63,83","279,59","2435,33","25,33","53,84","172,97","692,539978","52,95","502,33","38,935","270,65","57,65","84,42","35,68","109,48","79,65","206,02","162,79","113,27","154,935","139,5","38,5520668","111,81","28,635","65,984","67,41","146,79","146,598","209,9905749","625,66","408,1420233","50,39","622,87","361,49","36,09","37,42","393,67","328,41","58,14","467,48","164,53","79,77","521,2","62,34","1531,930054","331,62","43,66","345,92","69,25",334,"71,25","68,829","26,598","215,78","348,33","57,85","41,438","83,16","123,45","40,22666667","92,39","164,3","230,38","138,48","652,1","478,49","117,33","112,61","64,9","333,41","445,43","121,94","404,62","76,71","189,19","214,29","189,07","49,23","25,6","288,96","63,5","327,5","1,848","11,875","1,734","6,14"
"150,96","178,45","674,08","180,73","226,19","318,97","83,89","150,13","137,5","214,93","173,85","409,97","850,49","54,862","63,83","280,41","2437,01","24,94","53,12","179,56","686,070007","52,73","515,62","38,8275","279,62","57,12","84,21","35,43","110,1475","79,54","207,44","166,95","108,07","157,455","142,48","38,59486389","112,76","29,265","67,68","66,47","148,683","148,2675","209,6983977","639,96","410,3404669","50,31","625,68","363,32","36,15","37,19","409,08","331,5","59,873","473,94","164,09","82,92","535,08","62,09","1556,49","335,85","43,89","284,02","71,54","336,44","72,24","66,84","29,801","219,26","355,26","59,86","42,258","82,305","123,74","39,81333333","86,67","164,31","228,22","156,11","647,63","487,65","117,59","112,16","63,9","341,72","449,12","122,65","409,97","72,43","191,11","216,6","194,21","49,51","25,46","290,48","63,07","331,9","1,851","12,01","1,654","6,17"
"151,28","201,62","662,72","184,18","229,6","324,52","85,04","153,29","136,34","213,77","175,9495","406,69",847,"55,892","63,09","278,68","2618,97","24,8","55,1",178,"689,320007","53,9","513,12","38,48","273,43","57,07","83,25","35,41","110,4875","79,91","198,68","185,51",110,"158,865","139,57","38,6163","113,79","29,115","68,238","66,32","149,241","148,852","213,063148","637,4","397,0233463","50,92","614,99","364,95","36,38","37,84","416,73","331,99","61,077","467,91","167,61","85,76","555,58","62,26","1629,76","341,13","45,81499863","236,99","71,86","336,06","72,92","64,572","29,752","224,25","348,83","59,13","42,53866667","82,29665","124,63",40,"83,67",166,"225,78","163,03","611,54","484,3","119,65","116,91","64,1","340,75","440,22","122,67","407,3633","68,55","193,4","214,59","192,85","50,2","26,52","289,92","63,8","338,49","1,792","11,89","1,588","6,18"
"150,44","200,32","666,02","184,46","227,49","329,07","83,9","152,96","150,16","211,37","174,4490051","406,25","849,93","55,895","62,99","272,7","2639,86","24,9","54,9","179,24","695,179993","53,49","503,81","38,5425","282,93",57,"83,07","35,47","109,215","80,17","193,15","191,35","110,66","159,2725","138,16","37,8887291","115,71","29,115","70,238","65,97","149,3515","149,031","212,7521206","634,21","391,2256809","51,55","615,25","365,42","35,76","37,2","412,84","337,53","60,907","466,14","168,39","84,17","571,3","61,88",1650,"338,62","45,41500092","244,68",73,"336,99","74,56","65,145","30,804","223,08","351,45","58,72","42,344","86,21665","123,19","39,52446667","83,24","162,43","229,42","165,85","622,78","488,5","118,62","115,16","64,6","342,91","442,76","120,86","387,6467","88,75","192,36","214,91","192,23","49,9","26,28","292,73","62,74","350,17","1,771","11,79","1,629","6,2"
"150,81","194,68","667,92",185,"229,2","329,4","83,04","156,29","148,92","211,71","178,8114929","405,97","850,05","55,78","62,7","270,03","2648,2","25,28","57,8","182,37","696,309998","53,75","508,71","38,6","293,18","57,44","83,25","35,54","109,2375","80,51","192,01","196,56","111,15","159,2625","139,79","38,5806","112,99","29,41","69,812","66,15","149,2485","148,9185","214,6559849","629,26","384,5914397","51,2","612,78","364,15","35,78","37,35","417,11","338,62","62,191","470,24","164,77","82,92","576,77","62,24","1709,98","335,37","45,88","236,85","72,94","335,95","75,59","65,599","30,657","221,05","351,94","58,2","42,89666667","85,38665","122,97","39,12","83,24","163,51","205,42","166,74","616,31","489,38","119,27","114,13","64,3","348,26","444,5","119,86","341,1667","97,09","190,79","216,29","191,09","49,1","26,65","293,48","63,6","352,61","1,787","11,555","1,596","6,16"
"147,92","192,22","647,5","180,86","229,64","320,53","84,18","150,4","139,87","213,21","174,1024933","392,66","817,85","54,877","63,14","266,93","2569,78","24,08","57,03","177,48","701,25","54,17","505,51","37,99","281,56","57,77","82,21","35,47","108,4775","80,65","214,24","188,8","111,62","155,105","139,28","38,8374","107,16","29,43","66,632","67,32","146,626","145,8935","212,4505184","622,43","375,1459144","50,76","603,98","359,49","35,87","37,49","404,35","336,62","60,578","457,36","160,99","80,96","554,96","62,73","1592,22","327,64","45,99","228,96","70,97","330,8","73,41","64,691","29,459","214,22","345,01","56,82","43,198","83,19835","123,11","39,76","86,51","164,04","204,64","159,8","622,2","485,91","118,67","113,25","64,4","337,66","433,57","119,55","355,9833","88,66","187,02","213,82","187,91","48,97","27,36","291,01","64,39","337,11","1,749","11,515","1,697","5,79"
"147,87","191,61","643,17","183,1","228,55","325,21","82,61","153,9","146,01","211,56","173,625","385,41","833,39","55,54","62,92","266,57","2479,04","24,34","57,06","177,23","694,210022","53,66","512,18","38,0475","280,92","56,76","81,65","35,12","108,4975","81,07","227,42","190,34","113,58","159,3475","144,45","39,0157","108,77","29,65","67,376","67,43","146,748","145,7665","208,3034873","615,05","374,6692607","50,53","606,87","350,79","35,62","37,28","412,79","335,66","61,37",453,"156,87","83,5","548,68","62,47","1577,08","327,74","46,13499832","225,82","73,42","332,43","74,55","65,758","30,39","219,1","349,37","58,2","43,006","84,64665","123,4","39,97333333","92,87","162,69","202,03","164,42","626,64","479,34","115,47","111,44","65,7","340,36","441,59","118,47","354,5033","91,55","188,6","212,99","185,87","49,94","28,23","295,24","63,5","343,62","1,82","11,52","1,697","5,8"
"149,99","206,54","657,6","184,79","230,93","329,32","82,02","156,82","147,89","211,39","176,2575073","391,82","851,63","56,322","58,8","270,43","2451,65","24,36","56,2","181,44","689,349976","53,5","517,17","38,9125","284,3","56,82","82,86","35,23","109,6475","81,98","245,97","193,03","113,08","161,64","145,44","38,8017","109,95","30,12","68,434","67,48","149,6455","148,678","209,604147","628,18","373,0058366","50,31","626,99","354,93","35,67","37,22","413,28","337,02","62,442","452,59","156,48","83,35","566,83","62,78","1597,15","340,89","46,03","231,19","73,48","336,72","77,3","68,261","30,39","217,82","357,38","58,6","43,26533333","85,86335","124,6","39,92886667",95,"162,65","208,3","164,94","631,2","487,73","115,5","111,72","66,1","347,01","445,12","118,24","344,4733","100,33","190,08","216,27","187,29","49,54","27,91","296,45","63,13","349,07","1,805","11,58","1,675","5,8"
150,"207,21","659,73","185,06","233,06","326,39","82,88","156,27","146,49","207,4","177,2839966","394,43","856,72","56,577","59,78","271,82","2405,01","24,73","56,02","182,34","692,9099731","53,38","519,89","39,1325","254,15","57,27","83,81","35,19","109,73","81,95","242,72",191,"129,23","160,4875","141,28","39,06562042","111,17","30,32","67,026","67,2","149,388","148,452","209,6795476","618,96","368,618677","50,32","626,14","353,56","35,71","37,62","413,06","334,01","63,026","461,96","155,68","83,21","561,89","62,85","1633,21","347,56","46,5","235,07","72,92","336,07","76,78","67,933","30,025","215,68","359,68","59,2","43,31733333","86,34335","124,48","39,66666667","91,37","163,8","212,54","168,51","647,73","485,63","115,45","111,87","66,3","345,75","433,99","117,77","337,7967","105,45","189,23","218,03","186,86","49,22","28,02","295,6","64,31","345,8","1,788","11,58","1,727","5,89"
151,"207,04","671,03","187,67","235,25","333,64","82,56","157,86","152,45","205,39","177,0350037","400,4","860,55","56,877","57,63","261,55","2380,33","25,22","55,52","186,92","689,179993","53,12","526,72","39,775","262,51",57,"84,06","35,15","110,8375","81,75","234,65","193,26","132,59","162,0075","139,56","38,6947","110,18","30,675","68,202","66,89","149,076","147,876","208,6427898","633,22","368,2003891","50,61","645,76","361,12","35,58","37,04","423,2","332,97","63,426","477,91","153,99","84,26","585,03","62,47","1541,55","342,96","46,16500092","234,28","73,82","339,51","76,81","68,74","30,203","219,26","361,35","62,13","43,46666667","87,52335","125,05","39,75113333","93,96","163,31","215,67","181,81","642,75","492,29","115,02","112,23","66,3","353,46","443,96","118,36","351,5767","111,64","188,52","222,6","188,33","48,57","27,73","299,84","64,11","353,75","1,839","11,675","1,779","5,96"
"153,49","199,11","670,67","187,04","236,88","330,55","83,24","155,98","151,34","205,82","177,45","399,36","859,46","56,964","57,73","258,38","2366,38","24,34","55,55","187,74","691,039978","53,73","526,29","39,2925","269,78","56,76","82,57","35,54","111,1375","80,99","229,46","190,26","131,57","162,815","138,14","38,21683121","107,24","30,615","68,27","67,46","149,062","148,047","207,8133836","627,99","367,344358","50,23","635,06","361,42","35,68","36,56","419,84","331,48","63,063","465,84","156,72","82,86",570,"62,17","1487,33","340,77","45,7","242,23","73,64","339,12","75,46","69,169","29,261","217,81","360,93","62,4","42,73133333","85,62665","125,85","39,55113333","89,77","163,37","206,27","183,54","641,83","490,78","116,52","112,52","66,3","353,92","440,24","117,19","363,0033","107,5","189,57","224,5","188,25","47,81","27,59","300,9","64,97",356,"1,871","11,785","1,693","5,99"
"157,87","204,33","670,96","188,09","237,95","322,18","82,82","158,74","155,02","204,02","184,8029938","398,62","879,12","57,481","56,71","256,79","2375,98","23,93","52,91","186,05","685,8800049","52,78","529,37","38,94","264,72","53,63","81,38","36,21","110,695","81,04","228,81","190,6","134,25","162,1025","137,33","38,18830109","107,96","30,55","68,702","67,79","150,709","149,8385","208,0113101",634,"365,6809339","49,68","628,94","359,2","35,57","35,37","423,24",331,"63,58","473,24","155,73","83,31","567,79","62,34","1446,1","338,69","44,695","251,41","75,15","341,27","77,02","68,202","31,675","220,58",352,"63,46","43,06333333","86,665","125,51","38,6578","85,08","163,42","200,5","186,32","648,51","486,66","119,52","112,9","63,2","352,09","440,69","116,98","365,46","105,47","193,47","226,72","185,41","47,82","26,85","299,09","64,33","365,65","1,808","11,795","1,7","6,04"
"160,55","196,42","688,37","188,8","237,91","322,52","83,38","150,03","155,41","206,08","183,8285065","402,52","857,17","56,872","56,66","257,19","2339,99","22,55","51,79","188,12","682,3400269","51,91","533,79","38,1025","257,63","53,25","81,57","36,08","111,5125","81,99","215,25","192,6","134,96","160,295","132,39","38,23823166","102,17","30,515","68,502","68,69","149,9525","148,9265","205,9283695","647,27","369,0077821","49,52","692,34","348,65","35,16","35,34","422,38","332,19","64,45",473,"154,92","82,68","569,77","60,52","1401,27","345,3","44,65","263,78","74,58","343,11","83,03","67,88","32,985","221,26","351,82","63,34","42,41133333","88,39","124,99","38,38666667","81,87","163,81","193,61",185,"652,68","498,43","112,78","110,78","61,9","357,95","429,86","115,62","379,02","107,79","195,16","230,03","182,88","46,98","25,26","286,6","65,1","368,78","1,829","11,735","1,661","6,09"
